Unnamed: 0,DOI,author,year,title,fname,retrieved
939,10.1016/s0048-9697(02)00472-2,martínez,2003,effects on run-off water quantity and  quality of urban organic wastes applied in a degraded semi-arid ecosystem,martínez2003b,True
940,10.1016/s0167-1987(00)00090-8,bayer,2000,organic matter storage in a sandy clay loamacrisol affected by tillage and cropping systems in southern brazil,bayer2000,False
941,10.1016/s0167-1987(00)00110-0,clapp,2000,"soil organic carbon and c-13 abundance as related to tillage, crop residue, and nitrogen fertilization under continuous corn management in minnesota",clapp2000a,True
942,10.1016/s0167-1987(00)00111-2,bajpai,2000,evaluation of non-puddling under shallow water tables and alternative tillage methods on soil and crop parameters in a rice–wheat system in uttar pradesh,bajpai2000,False
943,10.1016/s0167-1987(00)00140-9,hajabbasi,2000,tillage impacts on aggregate stability and crop productivity in a clay-loam soil in central iran,hajabbasi2000,True
944,10.1016/s0167-1987(00)00147-1,ghuman,2001,tillage and residue management effects on soil properties and yields of rainfed maize and wheat in a subhumid subtropical climate,ghuman2001,True
945,10.1016/s0167-1987(00)00149-5,schjonning,2000,soil strength and soil pore characteristics for direct drilled and ploughed soils,schjonning2000,False
946,10.1016/s0167-1987(00)00150-1,zablotowicz,2000,interactions of tillage and soil depth on fluometuron degradation in a dundee silt loam soil,zablotowicz2000,True
947,10.1016/s0167-1987(00)00180-x,mrabet,2001,"total, particulate organic matter and structural stability of a calcixeroll soil under different wheat rotations and tillage systems in a semiarid area of morocco",mrabet2001b,False
948,10.1016/s0167-1987(00)00183-5,nyakatawa,2001,"tillage, cover cropping, and poultry litter effects on selected soil chemical properties",nyakatawa2001,False
949,10.1016/s0167-1987(01)00170-2,mickelson,2001,"tillage and herbicide incorporation effects on residue cover, runoff, erosion, and herbicide loss",mickelson2001b,False
950,10.1016/s0167-1987(01)00193-3,gomez,2001,changes in some soil properties in a vertic argiudoll under short-term conservation tillage,gomez2001,False
951,10.1016/s0167-1987(01)00214-8,basic,2001,runoff and soil loss under different tillage methods on stagnic luvisols in central croatia,basic2001,False
952,10.1016/s0167-1987(01)00244-6,sainju,2002,"long-term effects of tillage, cover crops, and nitrogen fertilization on organic carbon and nitrogen concentrations in sandy loam soils in georgia, usa",sainju2002,False
953,10.1016/s0167-1987(01)00262-8,freixo,2002,soil organic carbon and fractions of a rhodic ferralsol under the influence of tillage and crop rotation systems in southern brazil,freixo2002,False
954,10.1016/s0167-1987(01)00273-2,baumhardt,2002,residue management and paratillage effects on some soil properties and rain infiltration,baumhardt2002,False
955,10.1016/s0167-1987(01)00275-6,filho,2002,"aggregate stability under different soil management systems in a red latosol in the state of parana, brazil",filho2002,False
956,10.1016/s0167-1987(01)00279-3,chaudhary,2015,effect of long-term conservation tillage on soil physical properties and soil health under rice-wheat cropping system in sub tropical india,chaudhary2015,False
957,10.1016/s0167-1987(02)00005-3,rhoton,2002,runoff and soil loss from midwestern and souteastern us silt loam soils as affected by tillage practice and soil organic matter content,rhoton2002,True
958,10.1016/s0167-1987(02)00010-7,jacinthe,2002,carbon dioxide evolution in runoff from simulated rainfall on long-term no-till and plowed soils in southwestern ohio,jacinthe2002,False
959,10.1016/s0167-1987(02)00018-1,franzluebbers,2002,soil organic matter stratification ratio as an indicator of soil quality,franzluebbers2002a,True
960,10.1016/s0167-1987(02)00021-1,hernanz,2002,long-term effects of tillage systems and rotations on soil structural stability and organic carbon stratification in semiarid central spain,hernanz2002,True
961,10.1016/s0167-1987(02)00022-3,salinas-garcia,2002,tillage effects on microbial biomass and nutrient distribution in soils under rain-fed corn production in central-western mexico,salinas-garcia2002,False
962,10.1016/s0167-1987(02)00023-5,zibilske,2002,"conservation tillage induced changes in organic carbon, total nitrogen and available phosphorus in a semi-arid alkaline subtropical soil",zibilske2002,True
963,10.1016/s0167-1987(02)00024-7,diaz-zorita,2002,duration of tillage management affects carbon and phosphorus stratification in phosphatic paleudalfs,diaz-zorita2002,False
964,10.1016/s0167-1987(02)00026-0,during,2002,depth distribution and bioavailability of pollutants in long-term differently tilled soils,during2002a,False
965,10.1016/s0167-1987(02)00027-2,franzluebbers,2002,water infiltration and soil structure related to organic matter and its stratification with depth,franzluebbers2002b,True
966,10.1016/s0167-1987(02)00043-0,carter,2002,"influence of rotation and tillage on forage maize productivity, weed species, and soil quality of a fine sandy loam in the cool-humid climate of atlantic canada",carter2002,True
967,10.1016/s0167-1987(02)00111-3,ishaq,2002,"tillage effects on soil properties at different levels of fertilizer application in punjab, pakistan",ishaq2002a,True
968,10.1016/s0167-1987(02)00113-7,hao,2002,effect of cropland management and slope position on soil organic carbon pool at the north appalachian experimental watersheds,hao2002,False
969,10.1016/s0167-1987(02)00160-5,roscoe,2003,tillage effects on soil organic matter in density fractions of a cerrado oxisol,roscoe2003,True
970,10.1016/s0167-1987(03)00051-5,roldán,2003,"no-tillage, crop residue additions, and legume cover cropping effects on soil quality characteristics under maize in patzcuaro watershed (mexico)",roldán2003,True
971,10.1016/s0167-1987(03)00063-1,mele,2003,"response of soil fertility indices to a short phase of australian woody species, continuous annual crop rotations or a permanent pasture",mele2003,False
972,10.1016/s0167-1987(03)00121-1,mcconkey,2003,crop rotation and tillage impact on carbon sequestration in canadian prairie soils,mcconkey2003,False
973,10.1016/s0167-1987(03)00162-4,deen,2003,carbon sequestration in a long-term conventional versus conservation tillage experiment,deen2003,False
974,10.1016/s0167-1987(96)01041-0,myers,1996,runoff and sediment loss from three tillage systems under simulated rainfall,myers1996a,False
975,10.1016/s0167-1987(96)01060-4,feiza,2010,sustainable tillage: results from long-term field experiments on cambisol,feiza2010,True
976,10.1016/s0167-1987(97)00005-6,lal,1994,long-term tillage and rotation effects on properties of a central ohio soil,lal1994,False
977,10.1016/s0167-1987(97)00006-8,lal,1997,long-term tillage and maize monoculture effects on a tropical alfisol in western nigeria. i. crop yield and soil physical properties,lal1997a,False
978,10.1016/s0167-1987(97)00007-x,swedrzynska,2013,effects of various long-term tillage systems on some chemical and biological properties of soil,swedrzynska2013,True
979,10.1016/s0167-1987(97)00018-4,lopez-bellido,1997,"influence of tillage, crop rotation and nitrogen fertilization on soil organic matter and nitrogen under rain-fed mediterranean conditions",lopez-bellido1997,False
980,10.1016/s0167-1987(97)00027-5,laddha,1997,effects of deep tillage under rainfed agriculture on production of sorghum (sorghum biocolor l. moench) intercropped with green gram (vigna radiata l. wilczek) in western india,laddha1997,False
981,10.1016/s0167-1987(97)00043-3,hermawan,1997,effects of winter cover crops and successive spring tillage on soil aggregation,hermawan1997,True
982,10.1016/s0167-1987(98)00092-0,hou,2015,effects of tillage on soil organic carbon and stability of soil aggregates in costal saline soil region,hou2015a,False
983,10.1016/s0167-1987(98)00124-x,rao,1998,rainfall infiltration and runoff from an alfisol in semi-arid tropical india. i. no-till systems,rao1998,True
984,10.1016/s0167-1987(98)80103-7,kwaad,1998,soil conservation and maize cropping systems on sloping loess soils in the netherlands,kwaad1998,False
985,10.1016/s0167-1987(99)00025-2,demaria,1999,long-term tillage and crop rotation effects on soil chemical properties of a rhodic ferralsol in southern brazil,demaria1999,False
986,10.1016/s0167-1987(99)00059-8,duiker,1999,crop residue and tillage effects on carbon sequestration in a luvisol in central ohio,duiker1999,False
987,10.1016/s0167-1987(99)00075-6,arshad,1999,components of surface soil structure under conventional and no-tillage in northwestern canada,arshad1999,False
988,10.1016/s0167-1987(99)00084-7,martin,1999,reducing flood risk from sediment-laden agricultural runoff using intercrop management techniques in northern france,martin1999,False
989,10.1016/s0167-8809(00)00131-6,glover,2000,"systematic method for rating soil quality of conventional, organic,_x000d_and integrated apple orchards in washington state",glover2000,True
990,10.1016/s0167-8809(00)00133-x,wells,2000,comparison of conventional and alternative vegetable farming systems on the properties of a yellow earth innew south wales,wells2000,True
991,10.1016/s0167-8809(00)00190-0,chisci,2001,association of sulla and atriplex shrub for the physical improvement of clay soils and environmental protection in central italy,chisci2001,True
992,10.1016/s0167-8809(01)00161-x,schjønning,2002,soil quality aspects of humid sandy loams as influenced by organic and conventional long-term management,schjønning2002a,True
993,10.1016/s0167-8809(01)00198-0,eltun,2002,"a comparison of environmental, soil fertility, yield, and economical effects in six cropping sysrtems based on an 8- years experiment in norway",eltun2002a,True
994,10.1016/s0167-8809(02)00005-1,choudhary,2002,"nitrous oxide emissions from a new zealand cropped soil: tillage effects, spatial and seasonal variability",choudhary2002,True
995,10.1016/s0167-8809(02)00223-2,haynes,2003,"effect of agricultural land use on soil organic matter status and the composition of earthworm communities in kwazulu-natal, south africa",haynes2003,True
996,10.1016/s0167-8809(03)00126-9,caravaca,2003,medium-term effects of  mycorrhizal inoculation and composted municipal waste addition on the establishment of two mediterranean shrub  species under semiarid field conditions,caravaca2003b,True
997,10.1016/s0167-8809(96)01127-9,mwendera,1997,hydrologic response to cattle grazing in the ethiopian highlands,mwendera1997,True
998,10.1016/s0167-8809(98)00113-3,siegrist,1998,does organic agriculture reduce soil erodibility? the results of a long-term field study on loess in switzerland,siegrist1998,True
999,10.1016/s0167-8809(99)00121-8,kabir,2000,"the effects of dandelion or a cover crop onmycorrhizal inoculum potential, soil aggregation and yield of maize",kabir2000,True
1000,10.1016/s0169-555x(97)00100-1,lopez-bermudez,1998,vegetation and soil erosion under a semi-arid medite rranean climate: a case study from murcia (spain),lopez-bermudez1998,True
1001,10.1016/s0169-7722(98)00087-4,ritter,1998,winter cover crops as a best management practice for reducing nitrogen leaching,ritter1998,False
1002,10.1016/s0308-521x(03)00090-8,rasul,2004,"sustainability of ecological and conventional agricultural systems in bangladesh: an assessment based on environmental, economic and social perspectives",rasul2004,True
1003,10.1016/s0378-3774(03)00096-9,kahlown,2003,effect of saline drainage effluent on soil health and crop yield,kahlown2003,True
1004,10.1016/s0378-3774(99)00070-0,mitchell,2000,impacts of gypsum and winter cover crops on soil physical properties and crop productivity when irrigated with saline water,mitchell2000,True
1005,10.1016/s0378-4290(01)00146-0,lopez-bellido,2001,"efficiency of nitrogen in wheat under mediterranean conditions: effect of tillage, crop rotation and n fertilization",lopez-bellido2001,True
1006,10.1016/s0378-4290(03)00055-8,kelley,2003,"long-term crop rotations affect soybean yield, seed weight, and soil chemical properties",kelley2003,True
1007,10.1016/s0378-4290(03)00101-1,cantero-martinez,2003,"growth, yield and water productivity of barley (hordeum vulgare l.) affected by tillage and n fertilization in mediterranean semiarid, rainfed conditions of spain",cantero-martinez2003,True
1008,10.1016/s0378-4290(98)00096-3,garabet,1998,"nitrogen and water effects on wheat yield in a mediterranean-type climate - i. growth, water-use and nitrogen accumulation",garabet1998,True
1009,10.1016/s0378-4290(98)00150-6,fischler,1999,crotalaria (c-ochroleuca g don) as a green manure in maize-bean cropping systems in uganda,fischler1999a,True
1010,10.1016/s0929-1393(00)00070-6,abawi,2000,"impact of soil health management practices on soilborne pathogens, nematodes and root diseases of vegetable crops",abawi2000,True
1011,10.1016/s0929-1393(01)00189-5,caravaca,2002,aggregate stability changes after organic  amendment and mycorrhizal inoculation in the afforestation of a semiarid site with pinus halepensis,caravaca2002,True
1012,10.1016/s0929-1393(03)00049-0,sileshi,2003,effect of rotational fallows on abundance of soil insects and weeds in maize crops in eastern zambia,sileshi2003,True
1013,10.1016/s0929-1393(98)00036-5,paoletti,1998,earthworms as useful bioindicators of agroecosystem sustainability in orchards and vineyards with different inputs,paoletti1998,True
1014,10.1016/s0929-1393(99)00037-2,hansen,1999,earthworm populations in a cool and wet district as affected by tractor traffic and fertilisation,hansen1999,True
1015,10.1016/s0933-3630(97)00040-8,andreu,1998,testing three mediterranean shrub species in runoff reduction and sediment transport,andreu1998,False
1016,10.1016/s0960-8524(00)00090-0,albiach,2001,organic matter components and aggregate stability after the application of different amendments to a horticultural soil,albiach2001,False
1017,10.1016/s0960-8524(03)00087-7,caravaca,2003,application of composted urban residue enhanced  the performance of afforested shrub species in a degraded semiarid land,caravaca2003a,False
1018,10.1016/s0960-8524(99)00003-6,navas,1999,use of biosolids to restore the natural vegetation cover on degraded soils  in the badlands of zaragoza (ne spain,navas1999,False
1019,10.1016/s1002-0160(06)60071-4,zheng,2006,effect of vegetation changes on soil erosion on the loess plateau,zheng2006a,True
1020,10.1016/s1002-0160(07)60066-6,bastida,2007,addition of urban waste to semiarid degraded soil:  long-term effect,bastida2007,True
1021,10.1016/s1002-0160(07)60073-3,liang,2007,short-term effects of tillage practices on organic carbon in clay loam soil of northeast china,liang2007,True
1022,10.1016/s1002-0160(08)60009-0,shui,2008,ecological and economic benefits of vegetation management measures in citrus orchards on red soils,shui2008,True
1023,10.1016/s1002-0160(08)60033-8,yang,2008,evaluating the effect of tillage on carbon sequestration using the minimum detectable difference concept,yang2008a,True
1024,10.1016/s1002-0160(08)60051-x,gao,2008,effect of tillage system on distribution of aggregates and organic carbon in a hydragric anthrosol,gao2008,True
1025,10.1016/s1002-0160(09)60138-7,duran,2009,soil conservation measures in rainfed olive orchards in south-eastern spain: impacts of plant strips on soil water dynamics,duran2009,True
1026,10.1016/s1002-0160(10)60009-4,beavers,2010,phosphorus dynamics in two poultry-litter amended soils of mississippi under three management systems,beavers2010,True
1027,10.1016/s1002-0160(10)60058-6,tarrasón,2010,effects of different types of sludge on soil microbial  properties: a field experiment on degraded mediterranean soils,tarrasón2010,True
1028,10.1016/s1002-0160(11)60146-x,herencia,2011,long-term effect of organic and mineral fertilization on soil physical properties under greenhouse and outdoor management practices,herencia2011a,True
1029,10.1016/s1002-0160(13)60062-4,xu,2013,soil organic carbon stocks as affected by tillage systems in a double-cropped rice field,xu2013b,True
1030,10.1016/s1002-0160(13)60081-8,lopez-garrido,2014,conservation tillage influence on carbon dynamics under mediterranean conditions,lopez-garrido2014a,True
1031,10.1016/s1002-0160(15)30004-7,yuan,2015,fertilization and catch crop strategies for improving tomato production in north china,yuan2015,True
1032,10.1016/s1002-0160(15)30015-1,xia,2015,protection methods to reduce nitrogen and phosphorus losses from sloping citrus land in the three gorges area of china,xia2015,True
1033,10.1016/s1002-0160(15)60041-8,zhang,2016,biochar effect on water evaporation and hydraulic conductivity in sandy soil,,False
1034,10.1016/s1002-0160(17)60313-8,ajayi,2017,biochar-induced changes in soil resilience: effects of soil texture and biochar dosage,ajayi2017a,True
1035,10.1016/s1002-0160(17)60362-x,abideen,2017,"impact of a biochar or a compost-biochar mixture on water relation, nutrient uptake and photosynthesis of phragmites karka",abideen2017b,True
1036,10.1016/s1002-0160(17)60399-0,kelly,2017,incorporation of biochar carbon into stable soil aggregates: the role of clay mineralogy and other soil characteristics,kelly2017a,True
1037,10.1016/s1002-0160(18)60041-4,wei,2017,shrinkage cracking characteristics of lime concretion black soil and improvement with biochar,wei2017,True
1038,10.1016/s1671-2927(08)60026-7,qin,2008,effects of subsoiling on soil moisture under no-tillage for two years,qin2008,True
1039,10.1016/s1671-2927(09)60072-9,liang,2010,short-term impacts of no tillage on aggregate-associated c in black soil of northeast china,liang2010b,True
1040,10.1016/s1672-6308(13)60185-7,naresh,2014,"experiences with rice grown on permanent raised beds: effect of crop establishment techniques on water use, productivity, profitability and soil physical properties",naresh2014,True
1041,10.1016/s2095-3119(13)60428-1,du,2013,soil aggregate stability and aggregate-associated carbon under different tillage systems in the north china plain,du2013,True
1042,10.1016/s2095-3119(13)60708-x,liang,2014,crop yield and soil properties in the first 3 years after biochar application to a calcareous soil,liang2014,True
1043,10.1016/s2095-3119(14)60862-5,shu,2015,changes in soil organic carbon and aggregate stability after conversion to conservation tillage for seven years in the huang-huai-hai plain of china,shu2015,True
1044,10.1016/s2095-3119(14)60962-x,romaneckas,2015,the main physical properties of planosol in maize (zea mays l.) cultivation under different long-term reduced tillage practices in the baltic region,romaneckas2015a,True
1045,10.1016/s2095-3119(15)61068-1,chen,2015,soil carbon storage and stratification under different tillage/residue-management practices in double rice cropping system,chen2015c,True
1046,10.1016/s2095-3119(15)61206-0,liu,2016,winter cover crops alter methanotrophs community structure in a double-rice paddy soil,liu2016a,True
1047,10.1016/s2095-3119(16)61331-x,zhu,2016,"non-leguminous winter cover crop and nitrogen rate in relation to double rice grain yield and nitrogen uptake in dongting lake plain, hunan province, china",zhu2016a,True
1048,10.1017/s0007485310000039,pereira,2010,influence of crop management practices on bean foliage arthropods,pereira2010b,False
1049,10.1017/s0014479700014873,maccoll,1989,"studies on maize (zea mays) at bunda, malawi. i. yield in relation to rainfall",maccoll1989,True
1050,10.1017/s0014479702000273,rao,2002,duration of sesbania fallow effect for nitrogen requirement of maize in planted fallow-maize rotation in western kenya,rao2002,True
1051,10.1017/s0014479702001072,morse,2003,factors affecting the adoption of leguminous cover crops in nigeria and a comparison with the adoption of new crop varieties,morse2003,True
1052,10.1017/s0014479704001838,chintu,2004,propagation and management of gliricidia sepium planted fallows in sub-humid eastern zambia,chintu2004,True
1053,10.1017/s001447970400211x,franke,2004,incorporating short-season legumes and green manure crops into maize-based systems in the moist guinea savanna of west africa,franke2004,True
1054,10.1017/s0014479706003814,akinnifesi,2006,sustainable maize production using gliricidia/maize intercropping in southern malawi,akinnifesi2006,True
1055,10.1017/s0014479708006960,pala,2008,barley and vetch yields from dryland rotations with varying tillage and residue management under mediterranean conditions,pala2008,True
1056,10.1017/s001447971000030x,thierfelder,2010,rotation in conservation agriculture systems of zambia: effects on soil quality and water relations,thierfelder2010,True
1057,10.1017/s0014479713000264,ram,2013,"tillage and planting methods effects on yield, water use efficiency and profitability of soybean-wheat system on a loamy sand soil",ram2013a,False
1058,10.1017/s0014479797003104,böhringer,1997,pigeonpea in simultaneous fallow-cropping systems in the subhumid forest-savanna mosaic zone of west africa,böhringer1997,True
1059,10.1017/s0021859600071203,wyland,1995,soil-plant nitrogen dynamics following incorporation of a mature rye cover crop in a lettuce production system,wyland1995,True
1060,10.1017/s0021859600076796,jackson,1993,winter cover crops to minimize nitrate losses in intensive lettuce production,jackson1993,True
1061,10.1017/s0021859604004009,papastylianou,2004,effect of rotation system and n fertilizer on barley and vetch grown in various crop combinations and cycle lengths,papastylianou2004,True
1062,10.1017/s0021859604004459,gangwar,2004,"effect of tillage on growth, yield and nutrient uptake in wheat after rice in the indo-gangetic plains of india",gangwar2004,True
1063,10.1017/s0021859608008204,melero,2009,soil biochemical response after 23 years of direct drilling under a dryland agriculture system in southwest spain,melero2009c,True
1064,10.1017/s0021859609990463,liu,2010,effects of no-tillage management on soil biochemical characteristics in northern china,liu2010b,True
1065,10.1017/s0021859698006182,muleba,1999,"effects of cowpea, crotalaria and sorghum crops and phosphorus fertilizers on maize productivity in semi-arid west africa",muleba1999,True
1066,10.1017/s0043174500094509,webster,1996,impact of vegetative filter strips on herbicide loss in runoff from soybean (glycine max),webster1996a,True
1067,10.1017/s0889189300004884,jordahl,1993,comparison of alternative farming systems. iii. soil aggregate stability,jordahl1993,False
1068,10.1017/s0889189300008432,ndiaye,2000,integrative biological indicators for detecting change in soil quality,ndiaye2000,True
1069,10.1017/s0890037x00040434,webster,1996,off-site runoff losses of metolachlor and metribuzin applied to differing soybean (glycine max) production systems,webster1996b,True
1070,10.1017/s0890037x0004450x,olson,1998,tillage system effects on atrazine loss in surface water runoff,olson1998,True
1071,10.1017/s1742170508002445,lenzi,2009,effect of different cover crops on organic tomato production,lenzi2009,True
1072,10.1017/s1742170509990068,idowu,2009,use of an integrative soil health test for evaluation of soil management impacts,idowu2009,True
1073,10.1017/s1742170511000317,wortman,2012,soil fertility and crop yields in long-term organic and conventional cropping systems in eastern nebraska,wortman2012,True
1074,10.1017/s1742170511000378,franzluebbers,2012,water infiltration and surface-soil structural properties as influenced by animal traffic in the southern piedmont usa,franzluebbers2012,False
1075,10.1017/s174217051100041x,carr,2012,organic zero-till in the northern us great plains region: opportunities and obstacles,carr2012,True
1076,10.1017/s1742170512000257,ngwira,2013,"conservation agriculture systems for malawian smallholder farmers: long-term effects on crop productivity, profitability and soil quality",ngwira2013,True
1077,10.1017/s1742170515000113,jani,2016,winter legume cover-crop root decomposition and n release dynamics under disking and roller-crimping termination approaches,jani2016,True
1078,10.1017/s1742170516000466,rivers,2017,"cover crop-based reduced tillage system influences carabidae (coleoptera) activity, diversity and trophic group during transition to organic production",rivers2017,True
1079,10.1017/s1742170517000795,robb,2018,"weeds , nitrogen and yield : measuring the effectiveness of an organic cover cropped vegetable no-till system",robb2018,True
1080,10.1017/s1755691012000011,devereux,2012,the effects of biochar on soil physical properties and winter wheat growth,devereux2012a,True
1081,10.1017/s1755691012000059,ventura,2012,the effects of biochar on the physical properties of bare soil,ventura2012,True
1082,10.1017/wsc.2017.33,jernigan,2017,weed abundance and community composition following a long-term organic vegetable cropping systems experiment,jernigan2017,True
1083,10.1021/bk-2015-1206.ch016,mangrich,2015,improving the water holding capacity of soils of northeast brazil by biochar augmentation,mangrich2015,True
1084,10.1023/a:1004873206350,tian,2000,nitrogen fertilizer replacement indexes of legume cover crops in the derived savanna of west africa,tian2000,True
1085,10.1023/a:1005812621312,dahlgren,1997,oak tree and grazing impacts on soil properties and nutrients in a california oak woodland,dahlgren1997,True
1086,10.1023/a:1006058427012,egbe,1998,potentials of millettia thonningii and pterocarpus santalinoides for alley cropping in humid lowlands of west africa,egbe1998,True
1087,10.1023/a:1006075114659,arevalo,1998,the effect of cattle grazing on soil physical and chemical properties in a silvopastoral system in the peruvian amazon,arevalo1998,True
1088,10.1023/a:1006234523163,fischler,1999,green manures for maize – bean systems in eastern uganda : agronomic performance and farmers ’ perceptions,fischler1999c,True
1089,10.1023/a:1006246928615,mafongoya,1999,biomass production of tree fallows and their residual effect on maize in zimbabwe,mafongoya1999,True
1090,10.1023/a:1006256323647,kwesiga,1999,"sesbania sesban improved fallows in eastern zambia: their inception, development and farmer enthusiasm",kwesiga1999,True
1091,10.1023/a:1006263312685,phiri,1999,maize and sesbania production in relay cropping at three landscape positions in malawi,phiri1999a,True
1092,10.1023/a:1006279817228,phiri,1999,soil nitrate dynamics in relation to nitrogen source and landscape position in malawi,phiri1999b,True
1093,10.1023/a:1009856032418,carsky,1999,integrated soil management for the savanna zone of w,carsky1999,True
1094,10.1023/a:1016087905272,agyare,2002,management of pigeon pea in short fallows for crop-livestock production systems in the guinea savanna zone of northern ghana,agyare2002,True
1095,10.1023/a:1020501627174,thor smestad,2002,short fallows of tithonia diversifolia and crotalaria grahamiana for soil fertility improvement in western kenya,thor2002,True
1096,10.1023/a:1021344807285,bharati,2002,"soil-water infiltration under crops, pasture, and established riparian buffer in midwestern usa",bharati2002a,True
1097,10.1023/a:1021366911279,niang,2002,species screening for short-term planted fallows in the highlands of western kenya,niang2002,True
1098,10.1023/a:1024809608788,anikwe,2003,effect of crop and soil management practices on soil compatibility in maize and groundnut plots in a paleustult in southeastern nigeria,anikwe2003,True
1099,10.1023/a:1025591719556,ikpe,2003,nutrient recycling potential of tephrosia candida in cropping systems of southeastern nigeria,ikpe2003,True
1100,10.1023/b:agfo.0000005220.67024.2c,phiri,2003,water balance and maize yield following improved sesbania fallow in eastern zambia,phiri2003,True
1101,10.1023/b:agfo.0000005221.67367.fd,nyamadzawo,2003,partitioning of simulated rainfall in a kaolinitic soil under improved fallow–maize rotation in zimbabwe,nyamadzawo2003a,True
1102,10.1023/b:agfo.0000005225.12629.61,chirwa,2003,mixed planted-fallows using coppicing and non-coppicing tree species for degraded acrisols in eastern zambia,chirwa2003a,True
1103,10.1023/b:agfo.0000005226.62766.05,nyadzi,2003,rotational woodlot technology in northwestern tanzania: tree species and crop performance,nyadzi2003,True
1104,10.1023/b:fres.0000019457.43677.08,fofana,2004,using mucuna and p fertilizer to increase maize grain yield and n fertilizer use efficiency in the coastal savanna of togo,fofana2004,True
1105,10.1023/b:wate.0000019956.17314.88,zuazo,2004,nutrient losses by runoff and sediment from the taluses of orchard terraces,zuazo2004,True
1106,10.1029/2011gb004054,shi,2012,contribution of winter soil respiration to annual soil co2 emission in a mollisol under different tillage practices in northeast china,shi2012b,True
1107,10.1034/j.1399-3070.2000.00111.x,walter,2000,biosolid effects on soil and native plant production in a  degraded semiarid ecosystem in central spain,walter2000,True
1108,10.1038/24376,drinkwater,1998,legume-based cropping systems have reuced carbon and nitrogen losses,drinkwater1998,True
1109,10.1038/s41598-017-13624-5,you,2017,short-term effects of tillage and residue on spring maize yield through regulating root-shoot ratio in northeast china,you2017,True
1110,10.1038/s41598-018-25039-x,paetsch,2018,effect of in-situ aged and fresh biochar on soil hydraulic conditions and microbial c use under drought conditions,paetsch2018,True
1111,10.1038/s41598-018-31942-0,du,2018,peanut-shell biochar and biogas slurry improve soil properties in the north china plain: a four-year field study,du2018,True
1112,10.1038/srep10892,chen,2015,improved grazing management may increase soil carbon sequestration in temperate steppe,chen2015b,True
1113,10.1038/srep15550,bastida,2015,soil restoration with organic  amendments: linking cellular functionality and ecosystem processes,bastida2015,True
1114,10.1038/srep17592,tan,2015,effects of long-term conservation tillage on soil nutrients in sloping fields in regions characterized by water and wind erosion,tan2015,True
1115,10.1038/srep26856,zhang,2016,soil water balance and water use efficiency of dryland wheat in different precipitation years in response to green manure approach,zhang2016a,True
1116,10.1038/srep27504,yu,2016,responses of corn physiology and yield to six agricultural practices over three years in middle tennessee,yu2016a,True
1117,10.1039/c7ra10353k,mohan,2018,biochar production and applications in soil fertility and carbon sequestration – a sustainable solution to crop-residue burning in india,mohan2018,True
1118,10.1046/j.1365-2311.1998.00108.x,costello,1998,influence of ground cover on spider populations in a table grape vineyard,costello1998,True
1119,10.1046/j.1365-2486.1998.00130.x,buyanovsky,1998,carbon cycling in cultivated land and its global significance,buyanovsky1998,True
1120,10.1046/j.1365-2494.1999.00153.x,martiniello,1999,effects of irrigation and harvest management on dry-matter yield and seed yield of annual clovers grown in pure stand and in mixtures with graminaceous species in a mediterranean environment,martiniello1999,True
1121,10.1046/j.1439-037x.2001.00513.x,sidiras,2001,effects of tillage and fertilization on some selected physical properties of soil (0-30 cm depth) and on the root growth dynamic of winter barley (hordeum vulgare cv,sidiras2001,True
1122,10.1046/j.1461-9563.2003.00179.x,english-loeb,2003,influence of flowering cover crops on anagrus parasitoids (hymenoptera : mymaridae) and erythroneura leafhoppers (homoptera : cicadellidae) in new york vineyards,english-loeb2003,True
1123,10.1046/j.1526-100x.2002.00013.x,fuhlendorf,2002,effects of grazing on restoration of southern mixed prairie soils,fuhlendorf2002,True
1124,10.1046/j.1570-7458.2003.00051.x,hanna,2003,relative impact of spider predation and cover crop on population dynamics of erythroneura variabilis in a raisin grape vineyard,hanna2003,True
1125,10.1051/agro/2009024,hazarika,2009,effect of tillage system and straw management on organic matter dynamics,hazarika2009,True
1126,10.1051/agro/2009040,diacono,2010,long-term effects of organic amendments on soil fertility . a review,diacono2010,True
1127,10.1051/agro/2010030,ludwig,2010,effects of fertilization and soil management on crop yields and carbon stabilization in soils. a review,ludwig2010,True
1128,10.1051/agro:2004010,le,2004,grass strip effects on runoff and soil loss,le2004,False
1129,10.1051/agro:2004029,scopel,2004,modelling crop residue mulching effects on water use and production of maize under semi-arid and humid tropical conditions,scopel2004,False
1130,10.1051/agro:2005041,scopel,2005,"impact of direct sowing mulch-based cropping systems on soil carbon, soil erosion and maize yield",scopel2005,False
1131,10.1051/agro:2005059,bonet,2006,cultivation of black truffle to promote reforestation and land-use stability,bonet2006,False
1132,10.1051/agro:2008020,zuazo,2008,benefits of plant strips for sustainable mountain agriculture,zuazo2008b,True
1133,10.1055/s-2001-17730,kiehl,2001,the impact of sheep grazing on net nitrogen mineralization rate in two temperate salt marshes,kiehl2001,True
1134,10.1061/(asce)ir.1943-4774.0000385,mailapalli,2012,"infiltration, runoff, and export of dissolved organic carbon from furrow-irrigated forage fields under cover crop and no-till management in the arid climate of california",mailapalli2012,False
1135,10.1065/jss2006.04.152,abu-zreig,2006,control of rainfall-induced soil erosion with various types of polyacrylamide (8 pp),abu-zreig2006,True
